script_id,actor,emotion_id,context,background
57,루시,normal,길 잃기 전에 할아부지 할무니와 함께 있던 곳이다냥! ,기차내부
58,루시,sad,그런데 내리고 나서 두 분이 사라지셨다냥… 할아부지 할무니도… 길 잃으신 거 아니겠지?,기차내부
59,B-312,normal,할아부지… 할무니…?,기차내부
60,무명,normal,자자…! 이제 슬픈 생각은 그만하고! 살던 마을이나 더 자세히 설명해 달라고!,기차내부
61,루시,glad,앗^ 그건 내 전문이지!,기차내부
62,루시,normal,음… 아주아주 큰집들이랑 큰 토끼 동상이 이써! 그 동상 딱딱한데 핥아 보면 비려~ 웩…,기차내부
63,B-312,irritation,이 말 어제도 들은 거 같은데…,기차내부
64,무명,normal,응응^ 그 토끼동상 서울 묘동에 있는 건데 어디서 봐도 알아볼 수 있을 거야. 기억하지? 루시? 이번에는 기억해야해…,기차내부
65,루시,glad,알았다냥! 토끼! 기억!,기차내부
66,무명,normal,이제 도착이다! 여기서부턴 정신 똑바로 차려야 해!,시내
67,루시,glad,주잉님이랑 더 가까워 졌다냥!,시내
68,B-312,fear,하아악! 이상한 게 나를 비춘다! 없어져! 저리가!,시내
69,-,-,(네온사인을 공격하려 애쓴다. 하지만 네온사인은 데미지를 입지 않는다.),시내
70,B-312,anger,저 자식들 보호소에서 나온 걸지도!!!,시내
71,무명,trickster,쿠쿠쿡… 그래 계속 열심히 공격해봐~,시내
72,루시,glad,뭔가 춤을 추고 싶은 분위기다냥~ 댄스댄스~,시내
73,루시,glad,나 이거 안다냥~ 주잉님도 이런 불빛이 켜지면 내 손을 붙잡고 같이 왈츠를 추셨다냥~ 신난다냥~,시내
74,무명,trickster,크킄… 비리비리 너 언제까지 빛을 공격하려고 애쓸 거냐! 너 사실 개그캐지.,시내
75,루시,glad,그러지 말고 비리비리도 같이 추자냥~,시내
76,B-312,anger,하아악! 어딜 만지는 거야! ,시내
77,-,-,(추다보니 신이난다.),시내
78,루시,glad,댄스~ 댄스~,시내
79,B-312,relief,어라… 이거 조금 재밌는 거 같기도…,시내
80,무명,normal,(여유롭게 앉아 B-312의 몸부림과 루시의 춤을 감상한다.),시내
81,-,-,(…),시내
82,무명,normal,이제 슬슬 시내를 빠져나가자. 이렇게 며칠만 더 가면 토끼 동상이 나올 거야. ,시내
83,루시,normal,지친다냥… 힘을 다 썼다냥…,시내
84,무명,normal,자^ 횡단보도는 초록불일 때^ 조심해서 건너야 해.,시내
85,무명,normal,바뀌었다!! 지금 빨리 건너자!,시내
86,루시,nothing,어…? 저 빨간 원피스는 주잉님 거다냥…,시내
87,루시,glad,저 사람 주잉님일 것이다냥! 이번엔 진짜다냥!!,시내
88,-,-,(또 생각 없이 거리로 뛰어드는 루시.),시내
89,루시,sad,이번에도 아니었다냥… 어떻게 똑같은 원피스를 입을 수 있는 거냥…?,시내
90,루시,nothing,어라? B-312랑 무명은 어디갔냥?,시내
91,루시,sad,루시^ 또 미아가 됐다냥…!,시내
92,루시,sad,날 혼자 두고 가지말라냥! 다들 어디있는 거냥!!,시내
93,-,-,(익숙한 냄새가 나는 쪽으로 달려가는 루시.),시내
94,루시,nothing,여기는 어디냥? 바쁘게 움직이는 학생들이 많다냥…,대학가
95,루시,sad,주잉님 친구 같다냥… 주잉님이 보고 싶다냥!,대학가
96,루시,sad,B-312…! 무명! 너희 어디있냥!!,대학가
97,-,-,(학생들을 따라 학교 안으로 들어가는 루시.),대학가
98,-,-,(그러나 아무도 찾지 못한다.),대학가
99,루시,sad,(잔디에 앉는다.) 주잉님… 보고 싶다냥… 주잉님 부모님도 보고 싶다냥…,대학가
100,루시,sad,주잉님은 아직도 빨간 원피스 입고 날 기다리고 계실 텐데… 그 빨간 원피스에 내 털이 많이 빠진다고 주잉님 부모님이 뭐라 하셨지만…,대학가
101,루시,glad,주잉님은 괜찮다고 내가 젤루 좋아하는 참치캔을 따주셨다냥…,대학가
102,루시,sad,참치캔… 또 먹고 싶다냥…,대학가
103,학생 A,-,어? 고양이다!,대학가
104,학생 B,-,못 보던 녀석인데?? 짱 귀여워! 만져도 되나??,대학가
105,루시,glad,여기서도 통한다냥~ 어서 나를 만지고 츄르를 제공하라냥!,대학가
106,학생 A,-,배 까는 거 봐! 완전 순하다!,대학가
107,학생 B,-,배고파 보이는데 뭐 좀 줄까? 아! 우리 먹으려고 남겨둔 소시지 하나 주자.,대학가
108,학생 A,-,아 그래! 목마를 수도 있으니까 우유도 주자!,대학가
109,-,-,(루시에게 소시지와 우유를 주는 학생들.),대학가
110,루시,glad,처음 먹어보는 맛이다냥! ,대학가
111,루시,nothing,주잉님이 못 먹게 했던 거 같은데?,대학가
112,루시,glad,착각이겠지? 일단 배고프니 먹자냥!,대학가
113,-,-,(무리에 휩싸여 귀여움을 받는다.),대학가
114,-,-,(…),대학가
115,-,-,(날이 어두워져 학생들은 떠나고 루시 혼자 다시 학교를 헤매게 된다.),대학가
116,루시,normal,… 뭔가 이상하다냥…,대학가
117,루시,fear,으웩…!,대학가
118,루시,sad,이상한 게 입에서 나오는 거 같다냥… 배가 너무 아프다냥…,대학가
119,-,-,(몸이 아파 가만히 누워있는 루시.),대학가
120,학생 C,-,어?? 고양이다!,대학가
121,학생 D,-,우와! 귀엽다. 쓰다듬어달라고 가만히 누워있나봐!!,대학가
122,-,-,(루시를 맘대로 쓰다듬는 학생들.),대학가
123,루시,sad,이제 그만 쓰다듬으라냥… 나 너무 아프다냥…,대학가
124,루시,fear,못 참겠다냥…,대학가
125,루시,fear,으웩…!,대학가
126,학생 C,-,얘 왜이래! 더러워!! 뭐 뱉어냈어…!,대학가
127,학생 D,-,병균 옮는 거 아냐? 빨리 가자!,대학가
128,-,-,(루시를 밀쳐내고 뛰어가는 학생들.),대학가
129,루시,sad,지가 맘대로 쓰다듬고… 루시 때리고 갔다냥…,대학가
130,루시,sad,한 번도 나를 이렇게 대한 사람은 없었는데…,대학가
131,루시,sad,주잉님이랑 마을사람들 모두 나를 아껴주셨다냥…,대학가
132,루시,sad,다들 보고 싶다냥…,대학가
133,루시,sad,B-312… 무명… 너네도 보고 싶다냥…,대학가
134,-,-,(멀리서 학생 무리가 루시를 만지려고 온다.),대학가
135,루시,fear,또 온다냥…! 그만 오라냥! 여기서 도망치자냥!,black
136,루시,glad,주잉님!! 많이 기다렸냥??,black
137,루시,sad,루시 주잉님 보러오려고 노력했다냥… 생각보다 세상은 무서운 곳이었다냥…,black
138,루시,sad,모두 주잉님 같을 줄만 알았는데…,black
139,루시,glad,그래도 다시 만났으니 됐다냥! 주잉님 뭐하고 지냈냥! 울진 않았냥?,black
140,루시,glad,루시는 씩씩하게 안 울었다냥! …진짜다냥.,black
141,루시,glad,참! 주잉님 부모님도 보고 싶었다냥!,black
142,루시,normal,…,black
143,루시,normal,주잉님… 부모님…?,black
144,루시,fear,헉!!!!!,대학가
145,루시,sad,주잉님…,대학가
146,루시,sad,…내 옆엔 아무도 없다냥… 꿈이었다냥…,대학가
147,루시,sad,차라리 깨지 말걸 그랬다냥…,대학가
148,루시,sad,엉엉…!,대학가
149,동네주민 A,-,이 밤에 웬 고양이가 울어! 네가 쓰레기봉투 헤집어놨지?,대학가
150,동네주민 A,-,아유^ 못살겠다! 저리 가버려!,대학가
151,-,-,(파리채로 루시를 때린다.),대학가
152,루시,sad,내가 안 했다냥! 나한테 왜 그러냥!!!,대학가
153,루시,sad,여기서도 도망가야겠다냥…,대학가
154,루시,sad,내가 뭘 몰랐다냥… 세상 사람들은 주잉님과 정말 다르구냥…,대학가
155,루시,fear,이제 누구도 못 믿겠다냥…,대학가
156,루시,fear,나 혼자서 살아남아야 한다냥… 바뀌어야 한다냥…,대학가
157,-,-,(어두운 골목으로 들어가는 루시.),대학가
158,-,-,(시간이 흐르고 단풍이 가득해졌다.),공원
159,루시,glad,나를 만져보고 가요~ 츄르 한입 주세요~,공원
160,행인들,-,이 고양이 너무 귀엽다… 순한 거 봐…!,공원
161,행인들,-,츄르 한입 줄게!,공원
162,루시,glad,냠냠…,공원
163,루시,glad,고마워!,공원
164,-,-,(자연스럽게 자리를 유유히 벗어나는 루시. 한적한 곳에 자리를 잡는다.),공원
165,루시,normal,…,공원
166,루시,normal,오늘은 수확이 별로네. 저번엔 참치캔도 줬으면서.,공원
167,루시,normal,점점 먹이 주는 사람이 줄고 있어. 공원도 슬슬 떠나야하는 건가?,공원
168,루시,normal,대학가보단 낫지만 말이야. 유동인구도 많고.,공원
169,루시,normal,(천천히 그루밍한다.),공원
170,루시,normal,…저 표지판 새로 세우는 거 같은데. 뭐 시끄럽게 공사를 하고 있어. ,공원
171,루시,normal,이러니까 이 길로 가는 사람이 적어졌잖아.,공원
172,루시,normal,…? 무슨 표지판이지? 토끼가 그려져 있네.,공원
173,루시,normal,토끼동상… 500미터… 저쪽…,공원
174,루시,nothing,토끼동상…?,공원
175,루시,fear,맞아… 길을 잃으면 토끼동상에서 만나자고 했었어…,공원
176,루시,fear,내가 어떻게 둘을 잊었지?,공원
177,루시,fear,내 목숨만 부지하려고 정신없이 살았더니… 쓰레기통까지 뒤지고…,공원
178,루시,normal,지금도 그 녀석들이 날 기다려 주고 있을까…,공원
179,루시,normal,벌써 날 버리고 갔을지도 몰라.,공원
180,루시,normal,주잉님처럼.,공원
181,루시,normal,나도 모르게 여기 와버렸네.,공원
182,루시,normal,토끼동상. 주잉님과 자주 산책하던 길이었는데.,공원
183,루시,fear,으웩… 저 더러운 걸 핥았던 거였어?,공원
184,루시,normal,… 역시 없네…,공원
185,루시,normal,근데 왜 기다리게 될까… 이젠 기대하지 않기로 했는데.,공원
186,루시,normal,순진하게 믿을 시기는 다 지났는데… 다 날 버릴 거니까 말이야.,공원
187,루시,normal,이렇게 구차하게 목숨을 부지할 이유가 있을까. ,공원
188,루시,fear,그냥…,공원
189,B-312,normal,야!!! ,공원
190,B-312,anger,무슨 생각하는 거야!! 루시!!!,공원
191,루시,normal,… B-312…? ,공원
192,루시,fear,말도 안 돼… 이게 바로 주마등인거지?,공원
193,B-312,irritation,뭔 주마등이야! 토끼동상 핥고 실성이라도 했니?,공원
194,루시,fear,…진짜야?,공원
195,루시,sad,진짜 다시 만나게 된 거냐고…,공원
196,B-312,irritation,(볼을 꼬집는다.) 이러면 알겠냐고!!,공원
197,루시,sad,… 볼이 얼얼해… 진짜인가 봐…,공원
198,B-312,relief,너… 괜찮은 거지…?,공원
199,무명,trickster,아이고~ 둘이 나만 빼고 놀고 있었던 거구나…!,공원
200,무명,trickster,미아 두 명을 드디어 찾았네… 에휴.… 너네 때문에 오래 못 살겠다니까…,공원
201,루시,fear,무명… 너도 진짜야…?,공원
202,루시,fear,이거 꿈 아니지?,공원
203,무명,embarrassed,얘 왜 이렇게 수척해졌냐? 말투도 루시답지 않아…,공원
204,무명,embarrassed,비리비리는 이제 비리비리가 아니야…! 살이 올랐잖아…?,공원
205,B-312,irritation,닥쳐.,공원
206,무명,normal,B-312가 맞군.,공원
207,루시,sad,엉엉엉…,공원
208,루시,sad,날 기억하고 있었구나…,공원
209,B-312,normal,당연히 기억하지.,공원
210,무명,normal,늦게 데리러 와서 미안해^ 루시.,공원
211,루시,sad,나도 미안하다냥…,공원
212,루시,sad,아니다… 너네도 나빴다냥!!,공원
213,루시,sad,하지만 미안하다냥…,공원
214,무명,normal,얘들아^ 이쪽이야!! 따라와!,공원
215,무명,normal,많이 쉬었으니까 더 빨리 달려야지?,공원
216,루시,normal,얼마나 남았어?,공원
217,무명,normal,여기서 반나절만 가면 나비 동네야.,공원
218,무명,normal,지름길이어서 길이 좀 험할 거야. 다들 잘 따라올 수 있지?,공원
219,루시,normal,당연하지.,공원
220,B-312,normal,빨리 가기나 해.,공원
221,B-312,normal,(조금만 더 가면 동생을 볼 수 있어…!),공원
222,-,-,(나비의 동네에 도착했다.),나비가 사는 동네
223,무명,embarrassed,(이제 어떻게 가지…?),나비가 사는 동네
224,루시,normal,어? 저기?,나비가 사는 동네
225,B-312,normal,!!!!!,나비가 사는 동네
226,나비,normal,모두 안녕! 어서와…!,나비가 사는 동네
227,나비,normal,나는 나비야.,나비가 사는 동네
228,나비,normal,다들 집에 들어와.,나비가 사는 동네
229,-,-,(나비가 츄르를 대접한다.),나비가 사는 동네
230,루시,normal,…나비. 오랜만이야.,나비가 사는 동네
231,나비,sad,루시야…,나비가 사는 동네
232,나비,sad,여기까지 오느라 많이 힘들었지?,나비가 사는 동네
233,나비,normal,어땠어. 여행은…?,나비가 사는 동네
234,루시,normal,…글쎄.,나비가 사는 동네
235,루시,normal,넌 행복하게 지냈나 보네?,나비가 사는 동네
236,나비,normal,난 늘 똑같지.,나비가 사는 동네
237,나비,normal,루시^ 주인님을 찾아 온 거지?,나비가 사는 동네
238,루시,normal,맞아. 하지만… 주잉님은 날…,나비가 사는 동네
239,루시,normal,역시 버린 거지…?,나비가 사는 동네
240,나비,sad,아니야. 너의 주인님은 유학을 갔어.,나비가 사는 동네
241,루시,fear,…뭐라고? 그러면? 나는 왜…?,나비가 사는 동네
242,나비,normal,잘 생각해봐… 너는 이미 진실을 알고 있어.,나비가 사는 동네
243,루시,fear,!,나비가 사는 동네
244,루시,glad,우리 어디로 놀러온 거냥?,기차역
245,루시,glad,주잉님도 같이 왔으면 좋았을 텐데!!,기차역
246,루시,sad,주잉님 못 본지 조금 지난 거 같다냥… 어서 다시 보고 싶다냥!,기차역
247,루시,normal,…,기차역
248,루시,normal,주잉님… 부모님…?,기차역
249,주인 부모,-,(차가운 눈빛으로 루시를 쏘아본다.),기차역
250,주인 부모,-,(루시가 든 가방을 기차역에 두고 사라진다.),기차역
251,루시,nothing,주잉님 부모님 어디가냥?,기차역
252,루시,nothing,주잉님 데리러 가는 거냥?,기차역
253,루시,glad,루시 풍경 구경하면서 얌전히 기다리겠다냥!,기차역
254,루시,glad,후딱 갔다 와야 한다냥? ,기차역
255,-,-,(해가 지고 밤이 되었다.),기차역
256,루시,glad,우웅… 루시 눈이 감긴다냥…,기차역
257,-,-,(…),기차역
258,-,-,(보호소 사람들이 나타나 잠든 루시를 데려간다.),기차역
259,루시,sad,맞아… 사실은…,나비의 집
260,루시,sad,주잉님 부모님이 나를 버린 거였어.,나비의 집
261,루시,sad,대체 왜…?,나비의 집
262,루시,sad,그럼 주잉님도 날… 버린 거야…?,나비의 집
263,나비,sad,아니야. 너의 주인님을 떠올려봐. 그럴 사람이 아니잖아.,나비의 집
264,루시,sad,…모르겠어.,나비의 집
265,루시,sad,나 따위는 누구나 버렸을 거야.,나비의 집
266,루시,sad,맨날 울고^ 바보같이 다 잊어버리고^ 물건도 다 깨부수고.,나비의 집
267,루시,sad,게다가 그나마 윤기 나던 털까지 지금은 다 잃어버렸어…,나비의 집
268,루시,sad,이런 날 누가 좋아해 주겠어…,나비의 집
269,나비,normal,루시야. 네가 어떤 모습이든 널 좋아해주는 이들이 있다는 걸 기억해.,나비의 집
270,루시,sad,…,나비의 집
271,나비,sad,잊으면 안 돼. 지금의 네 모습도 전부 너야.,나비의 집
272,나비,sad,천천히 다시 생각해봐.,나비의 집
273,나비,normal,네가 믿는 게 진실일거야.,나비의 집
274,나비,normal,모두들 잠자리는 괜찮니?,나비의 집
275,B-312,normal,이정도야 뭐. 늘 길거리에서 나뭇잎 베고 자는 것과 같은 고급스러움이군!,나비의 집
276,B-312,normal,…이라고 무명이 말할 차롄데?,나비의 집
277,루시,normal,아주 무명 다 됐다냥.,나비의 집
278,무명,fear,내 대사를 뺏겼어…,나비의 집
279,B-312,normal,무슨 생각을 하느라 조용한 거야?,나비의 집
280,무명,normal,너네한테 길도 다 안내해 줬고! 길잡이 역할이 끝났으니^ 이제 내일부턴 어떻게 할지를 생각하고 있었어!,나비의 집
281,나비,glad,우리 집에서 얼마든지 묵고 가도 돼!,나비의 집
282,B-312,irritation,좋은 말 할 때 나랑 나비랑 오붓한 시간 보내게 아침에 떠나라…!,나비의 집
283,B-312,relief,뭐 가끔은 놀러와도 되고!,나비의 집
284,무명,embarrassed,츄르를 조금은 더 먹을 수 있을 줄 알았는데! 매정하군!!,나비의 집
285,나비,glad,우리 누나를 조금 더 보고 싶은 건 아니고?,나비의 집
286,무명,normal,…아니야! 난 내일부터 다시 한국 전국 팔도를 서슴없이 누비는 스트릿 냥이로 돌아갈 거라고!,나비의 집
287,무명,trickster,뭐! 나도 가끔 나비네 츄르가 먹고 싶어지면 들를게!,나비의 집
288,나비,normal,그건 너의 선택이지.,나비의 집
289,나비,normal,루시^ 넌 어떡할 거야?,나비의 집
290,루시,normal,…생각해봐야지. ,나비의 집
291,루시,normal,일단은 오랜만에 돌아왔으니 마을을 좀 돌아다녀보려고. 그러다가 동네 사람을 마주치면…,나비의 집
292,나비,normal,그렇구나. 후회하지 않는 선택을 하길 바라.,
