script_id,actor,emotion_id,context,background
55,루시,normal,아니다냥! 새하얗고 보송한 털에 귀여운 앞니^ 길쭉한 귀^ 짧뚱한 꼬리^ 새빨간 눈동자를 갖고 있고… 아 맞다! 그리고 꼬옥 당근을 들고 있다냥!,기차 내부
56,-,-,(손톱으로 바닥에 그림을 그리며 설명한다),기차 내부
57,B-312,normal,(설명을 들으면 동생 생각이 나는군… 하지만 그림을 보니…),기차 내부
58,B-312,normal,음. 괴수가 맞군!,기차 내부
59,루시,sad,아니다냥!!!!! 괴수 아니다냥!!!!! 토끼다냥!!!!!!,기차 내부
60,무명,trickster,쿡쿠쿠쿠쿡…,기차 내부
61,무명,trickster,(고양이는 역시 재밌어.),기차 내부
62,무명,normal,이제 도착이다! 여기서부턴 정신 똑바로 차려야 해!,시내
63,B-312,fear,하아악! 이상한 게 나를 비춘다! 없어져! 저리가!,시내
64,-,-,(네온사인을 공격하려 애쓴다. 하지만 네온사인은 데미지를 입지 않는다.),시내
65,B-312,anger,저 자식들 보호소에서 나온 걸지도!!!,시내
66,루시,glad,뭔가 춤을 추고 싶은 분위기다냥~ 댄스댄스~,시내
67,루시,glad,나 이거 안다냥 ~ 주잉님도 이런 불빛이 켜지면 내손을 붙잡고 같이 왈츠를 추셨다냥~ 신난다냥~ ,시내
68,-,-,(급기야 루시는 B-312의 손을 잡고 춤을 추기 시작한다.),시내
69,무명,normal,크킄… 이런 광경을 보게 되다니…! 둘이 어느새 많이 친해졌네~,시내
70,무명,absence,(옛날에 그 녀석들이랑도 이런 반짝이는 빛 아래서 가끔 춤을 췄었는데 말이지.),시내
71,-,-,(…),시내
72,무명,normal,이제 슬슬 시내를 빠져나가자. 이렇게 며칠만 더 가면 토끼 동상이 나올 거야. ,시내
73,무명,normal,자^ 횡단보도는 초록불일 때^ 조심해서 건너야 해.,시내
74,무명,normal,바뀌었다!! 지금 빨리 건너자!,시내
75,무명,embarrassed,어…? 얘네들 어디 갔어?,시내
76,무명,embarrassed,루시!!! B-312!!!,시내
77,무명,embarrassed,재밌는 만큼 버거운 녀석들 같으니… 이 거리는 생각보다 위험하다고! 겨우 여기까지 왔는데… 어서 녀석들을 다시 찾아야해!,시내
78,무명,fear,이 녀석들 어디로 간 거지… 무슨 일이라도 생기면…! 특히 루시 걔는 뭐 잘못 주워 먹고 탈나도 이상하지 않아…,시내
79,-,-,(퇴근시간^ 수많은 인파가 시내에 몰려든다.),시내
80,무명,normal,사람들 피하기는 기본이지.,시내
81,무명,normal,(유유히 골목길로 빠진다.),시내
82,무명,absence,뒷골목 고양이들이랑 마주치지 않도록 조심하자.,시내
83,무명,normal,B-312!!! 루시!!!,대학가
84,무명,embarrassed,샅샅이 찾아보다가 어느새 대학가까지 와버렸잖아…,대학가
85,무명,normal,휴… 아직 패거리를 안 만난 게 그나마 다행인가…,대학가
86,무명,normal,그 두 녀석한테 여기는 너무 위험한데…,대학가
87,무명,embarrassed,응…? 저 탐스러운 꼬리는? 루시인가?,대학가
88,-,-,(흔적을 따라 뒷골목에 들어가는 무명.),대학가
89,무명,fear,…!! 너희들은?,대학가
90,길냥이 A,-,오랜만이라고. 무명. 왜 이렇게 얼굴 보기가 힘들어?,대학가
91,길냥이 B,-,우리가 쫓아낸 지 꽤 된 거 같은데… 그 사이에 겁을 상실한 거냐?,대학가
92,무명,fear,…,대학가
93,무명,trickster,잠깐 누굴 찾으러 온 것뿐이라고! 신경 꺼줘.,대학가
94,무명,trickster,너넨 아직도 무리지어 다니는구나? 그놈이 안 보이는 걸 보면 결국 죽었나보네…?,대학가
95,길냥이 대장,-,아쉽게도 아직 안 죽었어. (유유히 벽을 타고 내려온다.),대학가
96,길냥이 A,-,!! 대장님!!!,대학가
97,길냥이 B,-,어서 오십시오!! 대장님!! ,대학가
98,길냥이 대장,-,너야말로 그 녀석들 이후로 아직도 혼자 다니는 거냐? ,대학가
99,길냥이 대장,-,하긴 너랑 붙어있으면 다 죽을 테니 말이야.,대학가
100,무명,fear,그…그럴 리가 없잖아…!,대학가
101,무명,fear,방금 전까지도 무리지어 다니고 있었다고…!,대학가
102,길냥이 대장,-,또 너의 환상인건 아니고?,대학가
103,길냥이 대장,-,맨날 그랬잖아. 허언증은 어딜 가질 않는군.,대학가
104,길냥이 대장,-,더 이상 할 말 없다. 어서 이 구역에서 사라져.,대학가
105,무명,fear,찾을 녀석들이 있어.…! 진짜야…! ,대학가
106,무명,fear,그때까지만… 있게 해주면 안 될까? 오래 걸리진 않을 거야.,대학가
107,무명,fear,거짓말이 아니야. 이번엔 진짜라고!,대학가
108,길냥이 대장,-,역시 너야. 말로 해선 알아듣질 않아.,대학가
109,길냥이 대장,-,얘들아. 쫓아내.,대학가
110,길냥이 A^ B ,-,네!,대학가
111,무명,fear,(도망쳐야 해…!),대학가
112,무명,fear,하지만 루시와 B-312는…? 길을 안내해주기로 약속했는데…,대학가
113,무명,fear,오랜만에 친구라 부를 녀석들이었는데…!,대학가
114,무명,fear,맞서 싸워야할까…? 하지만 난…!,대학가
115,-,-,(쫓기다가 멈칫하는 무명. 이내 붙잡혀 버린다.),대학가
116,길냥이 A,-,대장님! 잡아왔습니다.,대학가
117,길냥이 B,-,도중에 멈춰버리더군요. 이 구역을 벗어나지 않을 생각인가 봅니다.,대학가
118,-,-,(패거리에게 두들겨 맞는 무명. 어느새 상처투성이가 되어 쓰러진다.),대학가
119,길냥이 대장,-,여전히 약하구나.,대학가
120,길냥이 대장,-,그런 식이면 넌 영원히 혼자 떠돌 거야.,대학가
121,무명,fear,난 왜 늘 이런 식일까…,대학가
122,무명,fear,너희들과 함께 하면서 좀 달라진 줄 알았는데…,black
123,무명,fear,여기서 포기해야 할까…,black
124,무명,fear,…시간이 얼마나 지난거지?,black
125,무명,absence,여기는… 공원이네…,black
126,무명,absence,무의식적으로 돌아왔구나…,black
127,무명,absence,어디로 가야하지…?,black
128,동료고양이 A,-,무명! 여기서 뭐하고 있어! ,black
129,무명,embarrassed,어…? 너는…?,black
130,무명,fear,이럴 리가 없는데…,black
131,동료고양이 A,-,먹이 주는 사람들이 왔다 갔어! 꾸물거리면 하나도 안 남는다고!!,black
132,동료고양이 A,-,어서 따라와!,black
133,무명,embarrassed,어어??,black
134,무명,embarrassed,지금까지 있었던 일들이 다 꿈이었던 걸까?,black
135,동료고양이 A,-,이거 봐. 사료를 한가득 주고 갔다고.,black
136,동료고양이 B,-,우걱우걱… 너도 빨리 먹어!,black
137,동료고양이 C,-,우리 아픈 거 보고 더 많이 주고 갔나봐!,black
138,무명,fear,…안 돼! 다들 그만 먹어!,black
139,무명,fear,사료에 섞인 이 냄새는…,black
140,무명,fear,잊을 수가 없어… 그때랑 똑같아… 이번에는 막아야해…,black
141,무명,fear,먹지마라고 너희들…!!!,black
142,-,-,(동료고양이들은 말을 듣지 않고 계속 먹는다.),black
143,무명,fear,제발 그만!!,black
144,무명,fear,그만 먹어!! 부탁이야!!!,black
145,무명,fear,제발!!!!!,black
146,동료고양이 A,-,윽…! ,black
147,동료고양이 B,-,우웩… 속이 이상해…,black
148,동료고양이 C,-,아아…,black
149,-,-,(동료고양이들이 하나둘씩 거품을 물고 쓰러진다.),black
150,무명,fear,안 돼.…!!,black
151,무명,fear,알면서도 또 못 막았어…,black
152,무명,fear,또 지키지 못 했어…,black
153,무명,fear,난… 난 배신자야…,black
154,-,-,(끝없는 어둠속으로 달리기 시작한다.),black
155,무명,fear,허억… 허억…!,공원
156,무명,fear,여기가 현실인가…?,공원
157,무명,fear,꿈…이었구나… 하긴… 여긴 다른 공원이고.,공원
158,무명,absence,…그래도 바뀐 건 없네. 날 반겨주던 그 녀석들은 이제 없어.,공원
159,무명,absence,(패거리들한테 한쪽 눈을 잃고^ 쫓기던 중 나를 받아준 건 오직 상처 입은 고양이 무리뿐이었다.),공원
160,무명,absence,(누구는 다리가 없고^ 누구는 한쪽이 손이 없고. 누구는 눈이 서서히 안 보이게 되고. 그랬지만 우린 서로를 돕고 도와서 험한 길바닥에서 살아남았다.),공원
161,무명,absence,(내 눈의 상처가 전혀 부끄럽지 않았던 건^ 다 그 녀석들이 함께 있어준 따스한 추억들 덕분이다.),공원
162,무명,fear,(우리는 영원할 줄 알았다. 하지만 그날… 그날 내가 말렸어야 했다.),공원
163,무명,fear,(어느 때와 같이 얻어먹은 사료로 그런 일들이 생길 줄은…),공원
164,무명,fear,난 배신자야… 용서받을 수 없어.,공원
165,-,-,(말캉),공원
166,무명,fear,헉!!,공원
167,B-312,normal,정신 차려. 나야.,공원
168,B-312,relief,너 무사했구나…,공원
169,무명,fear,B-312…?,공원
170,B-312,normal,날 까먹은 건 아니지? 이 상처들은 뭐야.,공원
171,루시,normal,17대 1로 싸운 거겠지.,공원
172,무명,embarrassed,너 말투가 왜 그래? 루시답지 않아…,공원
173,B-312,anger,너야말로 너답지 않아! 등 좀 펴고! 힘 좀 내라고!,공원
174,루시,normal,그루밍해주겠다냥…,공원
175,무명,trickster,비리비리도 해주라… 아^ 이젠 살이 올라서 비리비리는 아닌 거 같지만!,공원
176,B-312,irritation,뭐라고!! 이 녀석!!,공원
177,무명,normal,하지만 얼굴이 더 좋아보이는 걸?,공원
178,B-312,normal,흥… 환자니까 이번 한번만이다…!,공원
179,-,-,(조용히 무명을 그루밍 해준다.),공원
180,-,-,(시간이 흐르고 단풍이 가득해졌다.),공원
181,무명,normal,(온 몸의 상처가 더 이상 욱신거리지 않는다.),공원
182,무명,normal,(…단풍이 예쁘네.),공원
183,무명,normal,얘들아^ 이쪽이야!! 따라와!,공원
184,무명,normal,많이 쉬었으니까 더 빨리 달려야지?,공원
185,루시,normal,얼마나 남았어?,공원
186,무명,normal,여기서 반나절만 가면 나비 동네야.,공원
187,무명,normal,지름길이어서 길이 좀 험할 거야. 다들 잘 따라올 수 있지?,공원
188,루시,normal,당연하지.,공원
189,B-312,normal,빨리 가기나 해.,공원
190,B-312,normal,(조금만 더 가면 동생을 볼 수 있어…!),공원
191,-,-,(나비의 동네에 도착했다.),나비가 사는 동네
192,무명,embarrassed,(이제 어떻게 가지…?),나비가 사는 동네
193,루시,normal,어? 저기?,나비가 사는 동네
194,B-312,normal,!!!!!,나비가 사는 동네
195,나비,normal,모두 안녕! 어서와…!,나비가 사는 동네
196,나비,normal,나는 나비야.,나비가 사는 동네
197,나비,normal,다들 집에 들어와.,나비가 사는 동네
198,-,-,(나비가 츄르를 대접한다.),나비의 집
199,무명,embarrassed,진짜로 찾아오게 될 줄은…?,나비의 집
200,나비,glad,네가 무명이구나. 츄르가 참 맛있지?,나비의 집
201,무명,normal,이정도야 뭐…! 맨날 쌓아두고 먹지.,나비의 집
202,나비,glad,하하^ 그렇구나.,나비의 집
203,나비,normal,어땠어. 이번 여행은…?,나비의 집
204,무명,normal,뭐… 재밌었어. ,나비의 집
205,무명,normal,(이거 전에도 누구한테 얘기했던 거 같은데.),나비의 집
206,나비,normal,좋은 고양이들과 함께해서 그렇지?,나비의 집
207,나비,glad,우리 누나라든지 말이야!,나비의 집
208,무명,embarrassed,그…그렇지 뭐! ,나비의 집
209,무명,embarrassed,비리비리가 좋은 녀석이긴 하지…! 루시도 그렇고!!!,나비의 집
210,나비,normal,이제 행복한 거야?,나비의 집
211,무명,absence,행복…? 그런 걸까…?,나비의 집
212,나비,normal,생각하고 또 생각해봐.,나비의 집
213,나비,normal,행복의 의미를 찾을 때까지.,나비의 집
214,나비,normal,모두들 잠자리는 괜찮니?,나비의 집
215,B-312,normal,이정도야 뭐. 늘 길거리에서 나뭇잎 베고 자는 것과 같은 고급스러움이군!,나비의 집
216,B-312,normal,…이라고 무명이 말할 차롄데?,나비의 집
217,루시,normal,아주 무명 다 됐다냥.,나비의 집
218,무명,fear,내 대사를 뺏겼어…,나비의 집
219,B-312,normal,무슨 생각을 하느라 조용한 거야?,나비의 집
220,무명,normal,너네한테 길도 다 안내해 줬고! 길잡이 역할이 끝났으니^ 이제 내일부턴 어떻게 할지를 생각하고 있었어!,나비의 집
221,나비,glad,우리 집에서 얼마든지 묵고 가도 돼!,나비의 집
222,B-312,irritation,좋은 말 할 때 나랑 나비랑 오붓한 시간 보내게 아침에 떠나라…!,나비의 집
223,B-312,relief,뭐 가끔은 놀러와도 되고!,나비의 집
224,무명,embarrassed,츄르를 조금은 더 먹을 수 있을 줄 알았는데! 매정하군!!,나비의 집
225,나비,glad,우리 누나를 조금 더 보고 싶은 건 아니고?,나비의 집
226,무명,normal,…아니야! 난 내일부터 다시 한국 전국 팔도를 서슴없이 누비는 스트릿 냥이로 돌아갈 거라고!,나비의 집
227,무명,trickster,뭐! 나도 가끔 나비네 츄르가 먹고 싶어지면 들를게!,나비의 집
228,나비,glad,우와! 다음으로 갈 여행지는 어딘데?,나비의 집
229,무명,embarrassed,앗…! 내일부터는…,나비의 집
230,나비,normal,그렇구나. 후회하지 않는 선택을 하길 바라.,나비의 집
