script_id,actor,emotion_id,context,background
56,B-312,sad,(그리고 동생은 날 기다리고 있을까…?),기차 내부
57,무명,normal,자자…! 이제 슬픈 생각은 그만하고! 살던 마을이나 더 자세히 설명해 달라고! 루시!,기차 내부
58,루시,glad,앗^ 그건 내 전문이지!,기차 내부
59,루시,normal,음… 아주아주 큰집들이랑 큰 토끼 동상이 이써! 그 동상 딱딱한데 핥아 보면 비려~ 웩…,기차 내부
60,B-312,irritation,이 말 어제도 들은 거 같은데…,기차 내부
61,무명,normal,응응^ 그 토끼동상 서울 묘동에 있는 건데 어디서 봐도 알아볼 수 있을 거야. 비리비리 넌 토끼가 뭔진 아니?,기차 내부
62,B-312,determine,다… 당연히 알지! 날카로운… 발톱이 있고…? 등에 가시가 있고… 어… 괴수같이 생긴 놈 맞지?,기차 내부
63,무명,trickster,하! 네 말이 다~~ 맞아!!,기차 내부
64,루시,normal,아니다냥! 새하얗고 보송한 털에 귀여운 앞니^ 길쭉한 귀^ 짧뚱한 꼬리^ 새빨간 눈동자를 갖고 있고… 아 맞다! 그리고 꼬옥 당근을 들고 있다냥!,기차 내부
65,-,-,(손톱으로 바닥에 그림을 그리며 설명한다),기차 내부
66,B-312,normal,(설명을 들으면 동생 생각이 나는군… 하지만 그림을 보니…),기차 내부
67,B-312,normal,음. 괴수가 맞군!,기차 내부
68,루시,sad,아니다냥!!!!! 괴수 아니다냥!!!!! 토끼다냥!!!!!!,기차 내부
69,-,-,(소리가 멀어진다.),기차 내부
70,무명,normal,이제 도착이다! 여기서부턴 정신 똑바로 차려야 해!,시내
71,B-312,normal,(여기 너무 복잡하다…),시내
72,B-312,normal,이 반짝반짝 빛나는 건 뭐지…? ,시내
73,루시,normal,B-312 이거 예쁘냥? 이건 간판이라고 하는 거라냥. ,시내
74,루시,glad,각 가게가 어떤 곳인지를 설명해 주는 거다냥.,시내
75,루시,normal,물론 나는 뭐라 쓰여 있는지 읽지 못하지만…,시내
76,무명,normal,그런 건 스트릿 출신인 나한테 맡기라구!,시내
77,무명,normal,어떤 간판이 궁금해? 비리비리?,시내
78,B-312,normal,칫… 안 알려줘도 돼! 그… 저 핑크색 간판이 가장 궁금한 건 아니라구…!,시내
79,무명,trickster,그건 고양이 카페야! 무려 고양이로 커피를 만드는 곳이라구. 가까이 가는 것도 조심하라구.,시내
80,B-312,fear,… 하악…,시내
81,루시,sad,무명 나빴다냥… 그게 아닌 건 나도 안다냥…,시내
82,무명,embarrassed,엑^ 진짜 믿은 거야…? 미안해^ 장난이야!!,시내
83,B-312,irritation,이제 너랑 말 안 해.,시내
84,-,-,(…),시내
85,무명,embarrassed,이제 슬슬 시내를 빠져나가자. 이렇게 며칠만 더 가면 토끼 동상이 나올 거야.,시내
86,B-312,irritation,흥!,시내
87,무명,embarrassed,자^ 횡단보도는 초록불일 때^ 조심해서 건너야 해.,시내
88,무명,embarrassed,바뀌었다!! 지금 빨리 건너자!,시내
89,B-312,normal,저 멀리 보이는 고양이… 저 눈처럼 하얀 털… 짧은 다리… 저건… 분명…,시내
90,B-312,relief,내 동생이야…!,시내
91,B-312,relief,(정신없이 그 뒤를 쫓아간다.),시내
92,B-312,sad,내가 잘못 본걸까… 분명 이쪽으로 갔는데 아무것도 없어.,시내
93,B-312,sad,내가 지금 찾고 있는 고양이가 정말 내 동생이 맞는 걸까. ,시내
94,B-312,sad,혐오스런 인간들이 지어준 이름을 지니고 있는 그 고양이가.,시내
95,B-312,sad,(퇴근시간^ 수많은 인파가 시내에 몰려든다.),시내
96,B-312,fear,날 언제 공격할지 모르는 인간들이야.,시내
97,B-312,fear,인간 따위는 믿을 수 없어. 아무도 없는 곳으로 도망쳐야 해!,시내
98,B-312,normal,여기는 사람이 참 많네. 기분 나빠…,대학가
99,학생 A,-,앗! 고양이다!,대학가
100,학생 B,-,너무 귀여운데…? 처음 보는 고양이야. ,대학가
101,B-312,anger,어딜 쳐다보는 거야! ,대학가
102,B-312,irritation,어어…? 이 녀석들…? 만지려드는데?,대학가
103,B-312,irritation,하아악!,대학가
104,학생 A^ B,-,꺅! 귀여워!!,대학가
105,B-312,irritation,뭐지 이 반응은…? 왜 소리를 지르지…? 이 녀석들 이상해…,대학가
106,B-312,irritation,내가 도망쳐야겠어!,대학가
107,B-312,normal,이제… 지친다… 왜 계속 쫓아오는 거야…,대학가
108,B-312,irritation,새로운 녀석들이 또 붙고… 귀엽다고 무작정 만지려 들고…,대학가
109,B-312,anger,만만해 보인단 뜻이겠지? 기분 나빠!!,대학가
110,-,-,(한 학생이 조심스레 다가온다.),대학가
111,유진,-,안녕^ 삼색아…?,대학가
112,-,-,(손을 대고 조용히 냄새를 맡게 해준다.),대학가
113,유진,-,…배고프지? 이거 조금 먹어봐. 위험한 건 아냐.,대학가
114,-,-,(영양만점 냥냥 사료를 그릇에 담아 건네준다.),대학가
115,B-312,normal,흠… 냄새는 좋은데…,대학가
116,B-312,normal,…배고파. 조금만 먹어볼까…,대학가
117,-,-,(고민하다 조심스레 먹어보는 B-312.),대학가
118,유진,-,다 먹으면 여기 물도 먹어. 목마르지?,대학가
119,B-312,normal,…맛있다.,대학가
120,B-312,normal,(허겁지겁 먹는다.),대학가
121,-,-,(반짝반짝 빛이 나는 그릇.),대학가
122,B-312,normal,다 먹었다. 엇! 멀리서 계속 보고 있었잖아!,대학가
123,B-312,irritation,기분 나빠! 도망치자!!,대학가
124,유진,-,앗!,대학가
125,-,-,(날마다 그 학생은 B-312를 귀신같이 찾아내어 밥을 주고 갔다.),대학가
126,B-312,fear,대체 나를 어떻게 찾아내는 거야… 이젠 좀 무서워지려 해…,대학가
127,B-312,relief,나쁜 사람은 아닌 거 같지만.… 밥도 맛있고…,대학가
128,B-312,normal,…보호소에서는 이런 밥^ 꿈도 꾸지 못했지.,대학가
129,유진,-,이제 밤이 조금 추워지기 시작하니까 밤에는 우리 집에 있지 않을래?,대학가
130,B-312,normal,…세상에 나쁘지 않은 사람이 정말 있을까? 그럴 리가 없는데…,대학가
131,B-312,normal,정말 있다면…?,대학가
132,B-312,relief,그렇다면… 내 동생도 행복할지도 몰라…,대학가
133,-,-,(시간이 흐르고 단풍이 가득해졌다.),대학가
134,유진,-,밥 먹자~,대학가
135,B-312,normal,크흠. 맛있군.,대학가
136,B-312,normal,(정신 차려보니까 이 인간의 집에 머물게 되었다.),대학가
137,B-312,normal,(벌써 계절이 한번 바뀌었다.),대학가
138,유진,-,밖이 단풍잎으로 가득해. 자^ 하나 꽂아줄게.,대학가
139,B-312,irritation,머리에 뭐 올리지 마! 하아악!,대학가
140,유진,-,아이 예쁘다!!,대학가
141,B-312,normal,크흠… 그럼 뭐…,대학가
142,B-312,relief,…동생과도 함께 단풍잎을 가지고 놀았었는데.,대학가
143,B-312,relief,동생의 하얀 털은 단풍잎이 참 잘 어울렸어.,대학가
144,B-312,sad,단풍잎이 떨어지고 겨울이 오고… 우리 둘이 조금씩 자라고 나서 찾아온 봄에 네가 떠났지.,대학가
145,B-312,determine,이제 다시 너를 찾으러 가야겠어.,대학가
146,B-312,determine,토끼동상에서 그 녀석들을 만나기로 했잖아. 분명 기다리고 있을 거야.,대학가
147,B-312,determine,아니라면 내가 계속 기다리면 돼. ,대학가
148,B-312,normal,마지막 인사를 하고 떠나자.,대학가
149,유진,-,어라? 얘가 웬일로 부비부비를 하지? 어디 가려고? 산책 가니?,대학가
150,B-312,normal,함께 해줘서 고마웠어.,대학가
151,B-312,normal,동생을 찾고 나면 감사인사를 하러 올게.,대학가
152,B-312,normal,안녕^ 좋은 인간.,대학가
153,-,-,(힘차게 달려간다.),대학가
154,B-312,normal,녀석들은 어디 있지? 내가 먼저인가?,공원
155,B-312,normal,그럼 기다리지^ 뭐.,공원
156,B-312,normal,아니^ 저 탐스러운 꼬리는?,공원
157,루시,normal,… 역시 없네…,공원
158,루시,normal,그럼… 그냥…,공원
159,B-312,irritation,쟤는 여전히 이상한 짓을 하네…,공원
160,B-312,irritation,토끼동상에서 내려와!,공원
161,B-312,anger,무슨 생각하는 거야!! 루시!!!,공원
162,루시,normal,B-312…?,공원
163,루시,fear,…진짜야?,공원
164,루시,sad,진짜 다시 만나게 된 거냐고… 엉엉…,공원
165,B-312,irritation,(볼을 꼬집는다) 이러면 알겠냐?,공원
166,루시,sad,… 볼이 얼얼해… 진짜인가 봐…,공원
167,B-312,relief,너… 괜찮은 거지…?,공원
168,무명,trickster,아이고~ 둘이 나만 빼고 놀고 있었던 거구나…!,공원
169,무명,trickster,미아 두 명을 드디어 찾았네… 에휴.… 너네 때문에 오래 못 살겠다니까…,공원
170,무명,trickster,비리비리는 이제 비리비리가 아니야…! 살이 올랐잖아…?,공원
171,B-312,irritation,닥쳐.,공원
172,B-312,normal,너야말로 얼굴은 왜 그렇게 된 거야.,공원
173,무명,normal,17대 1로 싸웠다고.,공원
174,루시,normal,네가 17이야?,공원
175,B-312,fear,…냥을 왜 안 붙이지?,공원
176,무명,fear,무서워… 너 루시 맞아…?,공원
177,루시,normal,당연히 나지~ B-312 넌 못 본새에 털에 윤기가 흐르는구나. 어디서 호의호식한 거 아냐?,공원
178,B-312,normal,좋은 인간을 만났어.,공원
179,B-312,relief,세상에 나쁜 인간만 있는 건 아니더라고. 이젠 처음부터 모두 단정 짓진 않을 거야.,공원
180,B-312,normal,너희들도… 좋은 고양이고 말이야.,공원
181,무명,trickster,비리비리 너 볼이 빨개졌어!!,공원
182,B-312,anger,조용히 해!!! 분위기 파악 못하기는!!,공원
183,무명,normal,얘들아^ 이쪽이야!! 따라와!,공원
184,무명,normal,많이 쉬었으니까 더 빨리 달려야지?,공원
185,루시,normal,얼마나 남았어?,공원
186,무명,normal,여기서 반나절만 가면 나비 동네야.,공원
187,무명,normal,지름길이어서 길이 좀 험할 거야. 다들 잘 따라올 수 있지?,공원
188,루시,normal,당연하지.,공원
189,B-312,normal,빨리 가기나 해.,공원
190,B-312,determine,(조금만 더 가면 동생을 볼 수 있어…!),공원
191,-,-,(나비의 동네에 도착했다.),나비가 사는 동네
192,무명,embarrassed,(이제 어떻게 가지…?),나비가 사는 동네
193,루시,normal,어? 저기?,나비가 사는 동네
194,B-312,normal,!!!!!,나비가 사는 동네
195,나비,normal,모두 안녕! 어서와…!,나비가 사는 동네
196,나비,normal,나는 나비야.,나비가 사는 동네
197,나비,normal,다들 집에 들어와.,나비가 사는 동네
198,-,-,(나비가 츄르를 대접한다.),나비의 집
199,B-312,relief,동생아… 너 진짜 내 동생인거니…?,나비의 집
200,나비,normal,누나…! 나야… 잘 지냈어?,나비의 집
201,B-312,relief,살아있었구나… 정말 너인 거지…? 내 동생…,나비의 집
202,-,-,(꽉 끌어안는다.),나비의 집
203,나비,normal,여기까지 오느라 수고했어. 고생 많았어. 정말.,나비의 집
204,-,-,(그동안의 이야기를 한다.),나비의 집
205,B-312,normal,… 그래서 거기서 루시 녀석이 뛰쳐나갔다니까…? 진짜 놀랬어!!,나비의 집
206,나비,move,정말? 서로 다시 만나서 다행이다!,나비의 집
207,B-312,fear,게다가 무명이 그러는데^ 서울에는 고양이를 타먹는 커피집이 있대!!!,나비의 집
208,나비,glad,그건 아무리 누나가 말해도 안속아!,나비의 집
209,B-312,fear,…? 무명…?,나비의 집
210,무명,embarrassed,…? 분명 아니라고 했어 난!!!!!,나비의 집
211,-,-,(우당탕탕),나비의 집
212,나비,move,진짜 재밌게 논다!!,나비의 집
213,-,-,(한바탕 소동이 끝나고 루시가 무명을 끌고 갔다. B-312는 나비를 그루밍 해준다.),나비의 집
214,나비,normal,어땠어. 여행은…?,나비의 집
215,B-312,normal,피곤했어. 다 날 귀찮게 하더라.,나비의 집
216,B-312,normal,큼… 하지만…,나비의 집
217,나비,glad,즐거웠나 보구나?,나비의 집
218,B-312,relief,역시 너는 못 속이겠네.,나비의 집
219,B-312,relief,좋은 사람을 만났었어.,나비의 집
220,나비,normal,그리고?,나비의 집
221,B-312,relief,…좋은 친구들도 만났어.,나비의 집
222,나비,normal,그래서 지금 행복해?,나비의 집
223,B-312,normal,…,나비의 집
224,B-312,normal,응. 정말.,나비의 집
225,B-312,normal,많이.,나비의 집
226,B-312,normal,넌 어떻게 지냈어? 네 얘기도 해줘.,나비의 집
227,나비,normal,내 주인은 간식도 내가 좋아하는 걸 알고^,나비의 집
228,나비,normal,밥도 많이 주고^ 심심할 때는 쥐 장난감으로 놀아줘.,나비의 집
229,나비,normal,가끔 바깥바람을 쐬고 있으면 늘 나를 데리러 와.,나비의 집
230,나비,glad,어떻게 매번 나를 찾는 건지 정말 신기하다니까?,나비의 집
231,B-312,normal,…,나비의 집
232,B-312,normal,나도 비슷한 사람을 만났었어.,나비의 집
233,B-312,normal,나 그때 기뻤던 거구나… 그 사람이 나를 매번 찾아와줄 때.,나비의 집
234,나비,normal,…그랬구나.,나비의 집
235,나비,glad,다행이다.,나비의 집
236,B-312,relief,네 주인도 좋은 사람이구나.,나비의 집
237,나비,glad,맞아. 정말 좋은 사람이야.,나비의 집
238,B-312,relief,다행이다.,나비의 집
239,B-312,relief,나비야.,나비의 집
240,나비,glad,…,나비의 집
241,나비,glad,누나도 곧 좋은 이름이 생길 거야.,나비의 집
242,나비,normal,모두들 잠자리는 괜찮니?,나비의 집
243,B-312,normal,이정도야 뭐. 늘 길거리에서 나뭇잎 베고 자는 것과 같은 고급스러움이군!,나비의 집
244,B-312,normal,…이라고 무명이 말할 차롄데?,나비의 집
245,루시,normal,아주 무명 다 됐다냥.,나비의 집
246,무명,fear,내 대사를 뺏겼어…,나비의 집
247,B-312,normal,무슨 생각을 하느라 조용한 거야?,나비의 집
248,무명,normal,너네한테 길도 다 안내해 줬고! 길잡이 역할이 끝났으니^ 이제 내일부턴 어떻게 할지를 생각하고 있었어!,나비의 집
249,나비,glad,우리 집에서 얼마든지 묵고 가도 돼!,나비의 집
250,B-312,irritation,좋은 말 할 때 나랑 나비랑 오붓한 시간 보내게 아침에 떠나라…!,나비의 집
251,B-312,relief,뭐 가끔은 놀러와도 되고!,나비의 집
252,무명,embarrassed,츄르를 조금은 더 먹을 수 있을 줄 알았는데! 매정하군!!,나비의 집
253,나비,glad,우리 누나를 조금 더 보고 싶은 건 아니고?,나비의 집
254,무명,normal,…아니야! 난 내일부터 다시 한국 전국 팔도를 서슴없이 누비는 스트릿 냥이로 돌아갈 거라고!,나비의 집
255,나비,glad,루시^ 너는?,나비의 집
256,루시,normal,나는 마을을 좀 돌아다녀보려고.,나비의 집
257,나비,normal,그렇구나. 누나는?,나비의 집
258,B-312,normal,응? 나는 언제나 너랑 함께지.,나비의 집
259,나비,normal,하지만^ 우리가 언제나 함께일 순 없잖아.,나비의 집
260,B-312,sad,너 왜 그런 말을…,나비의 집
261,B-312,sad,혹시라도 여길 떠나야 한다면 나는…,나비의 집
262,나비,glad,그렇구나. 아무튼 누나를 다시 만나서 행복해.,나비의 집
263,B-312,relief,나도.,나비의 집
